日期,类型,主题,新词序号,单词,中文,词组
Day 24,新词,旅行与交通,49,north,北,to the north
Day 24,新词,旅行与交通,50,south,南,to the south
Day 24,新词,旅行与交通,51,east,东,to the east
Day 25,新词,旅行与交通,52,west,西,to the west
Day 25,新词,旅行与交通,53,left,左；左边,on the left
Day 25,新词,旅行与交通,54,right,右；右边,on the right
Day 25,新词,旅行与交通,55,straight,直的；直接地,go straight
Day 25,新词,旅行与交通,56,corner,角；拐角,at the corner
Day 25,新词,旅行与交通,57,distance,距离,a long distance
Day 25,新词,旅行与交通,58,schedule,时刻表；日程,a train schedule
Day 25,新词,旅行与交通,59,departure,出发；离开,departure time
Day 25,新词,旅行与交通,60,arrival,到达；抵达,arrival time
Day 25,新词,旅行与交通,61,delay,延误；延迟,a long delay
Day 25,新词,旅行与交通,62,luggage,行李,carry luggage
Day 25,新词,旅行与交通,63,baggage,行李,check one's baggage
Day 25,新词,旅行与交通,64,suitcase,手提箱；行李箱,pack a suitcase
Day 25,新词,旅行与交通,65,backpack,背包；双肩包,carry a backpack
Day 25,新词,旅行与交通,66,hotel,酒店；旅馆,at a hotel
Day 25,新词,旅行与交通,67,hostel,青年旅舍,a youth hostel
Day 25,新词,旅行与交通,68,reservation,预订；预约,make a reservation
Day 25,新词,旅行与交通,69,booking,预订,a hotel booking
Day 25,新词,旅行与交通,70,reception,接待；前台,at the reception
Day 25,新词,旅行与交通,71,key,钥匙；关键,a room key
Day 25,新词,旅行与交通,72,vacation,假期；休假,on vacation
Day 25,新词,旅行与交通,73,holiday,假期；假日,summer holiday
Day 25,新词,旅行与交通,74,sightseeing,观光；游览,go sightseeing
Day 25,新词,旅行与交通,75,view,景色；视野,a good view
Day 25,新词,旅行与交通,76,scenery,风景；景色,beautiful scenery
Day 26,新词,旅行与交通,77,landscape,风景；景观,a natural landscape
Day 26,新词,旅行与交通,78,beach,海滩；海滨,on the beach
Day 26,新词,旅行与交通,79,sea,海；海洋,by the sea
Day 26,新词,旅行与交通,80,ocean,海洋；大海,in the ocean
Day 26,新词,旅行与交通,81,river,河；江,across the river
Day 26,新词,旅行与交通,82,lake,湖,by the lake
Day 26,新词,旅行与交通,83,mountain,山；山脉,climb a mountain
Day 26,新词,旅行与交通,84,hill,小山；丘陵,on the hill
Day 26,新词,旅行与交通,85,valley,山谷；流域,a deep valley
Day 26,新词,旅行与交通,86,island,岛；岛屿,on an island
Day 26,新词,旅行与交通,87,forest,森林,a deep forest
Day 26,新词,旅行与交通,88,park,公园；停车场,in the park
Day 26,新词,旅行与交通,89,zoo,动物园,at the zoo
Day 26,新词,旅行与交通,90,castle,城堡,an ancient castle
Day 26,新词,旅行与交通,91,museum,博物馆,visit a museum
Day 26,新词,旅行与交通,92,parking,停车；停车场,no parking
Day 26,新词,旅行与交通,93,petrol,汽油,a petrol station
Day 26,新词,衣物与颜色,1,clothes,衣服；衣物,a suit of clothes
Day 26,新词,衣物与颜色,2,clothing,衣服；服装,winter clothing
Day 26,新词,衣物与颜色,3,dress,连衣裙；穿着,a beautiful dress
Day 26,新词,衣物与颜色,4,shirt,衬衫；衬衣,a white shirt
Day 26,新词,衣物与颜色,5,T-shirt,T 恤,wear a T-shirt
Day 26,新词,衣物与颜色,6,blouse,女式衬衫,a silk blouse
Day 26,新词,衣物与颜色,7,sweater,毛衣；针织衫,a wool sweater
Day 26,新词,衣物与颜色,8,coat,外套；外衣,a winter coat
Day 27,复习,情感与感受复习,—,—,复习 24 词,看英文说中文
Day 27,复习,旅行与交通复习,—,—,复习 93 词,看英文说中文
Day 27,复习,衣物与颜色复习,—,—,复习 8 词,看英文说中文
Day 27,复习,模糊词回炉,—,"用户标""模糊""词",逐个过,只过不熟的
Day 27,复习,易混词辨析,—,本周期易混词 1,辨析,形近/义近对比
Day 27,复习,易混词辨析,—,本周期易混词 2,辨析,形近/义近对比
Day 27,复习,听写测试,—,本周期 125 词,听写,家长报中文孩子写英文
Day 28,休息,—,—,—,休息,—
Day 29,新词,衣物与颜色,9,jacket,夹克；短上衣,a leather jacket
Day 29,新词,衣物与颜色,10,raincoat,雨衣,put on a raincoat
Day 29,新词,衣物与颜色,11,overcoat,大衣；外套,a long overcoat
Day 29,新词,衣物与颜色,12,uniform,制服,a school uniform
Day 29,新词,衣物与颜色,13,jeans,牛仔裤,wear jeans
Day 29,新词,衣物与颜色,14,trousers,裤子；长裤,a pair of trousers
Day 29,新词,衣物与颜色,15,pants,裤子；内衣,short pants
Day 29,新词,衣物与颜色,16,shorts,短裤,a pair of shorts
Day 29,新词,衣物与颜色,17,skirt,裙子,a long skirt
Day 29,新词,衣物与颜色,18,suit,套装；西装,a business suit
Day 29,新词,衣物与颜色,19,tie,领带；系,a silk tie
Day 29,新词,衣物与颜色,20,scarf,围巾；头巾,a red scarf
Day 29,新词,衣物与颜色,21,hat,帽子,a straw hat
Day 29,新词,衣物与颜色,22,cap,便帽；帽子,a baseball cap
Day 29,新词,衣物与颜色,23,helmet,头盔；安全帽,a safety helmet
Day 29,新词,衣物与颜色,24,gloves,手套,a pair of gloves
Day 29,新词,衣物与颜色,25,mittens,连指手套,wool mittens
Day 29,新词,衣物与颜色,26,socks,袜子,a pair of socks
Day 29,新词,衣物与颜色,27,shoes,鞋；鞋子,a pair of shoes
Day 29,新词,衣物与颜色,28,boots,靴子；长筒靴,a pair of boots
Day 29,新词,衣物与颜色,29,sneakers,运动鞋；旅游鞋,a pair of sneakers
Day 29,新词,衣物与颜色,30,sandals,凉鞋；拖鞋,wear sandals
Day 29,新词,衣物与颜色,31,slippers,拖鞋,a pair of slippers
Day 29,新词,衣物与颜色,32,high heels,高跟鞋,wear high heels
Day 29,新词,衣物与颜色,33,pocket,口袋；衣袋,in the pocket
Day 30,新词,衣物与颜色,34,button,纽扣；按钮,a coat button
Day 30,新词,衣物与颜色,35,zipper,拉链,zip up
Day 30,新词,衣物与颜色,36,sleeve,袖子；袖套,long sleeves
Day 30,新词,衣物与颜色,37,collar,衣领；领子,white collar
Day 30,新词,衣物与颜色,38,cotton,棉；棉布,made of cotton
Day 30,新词,衣物与颜色,39,silk,丝绸；丝的,silk dress
Day 30,新词,衣物与颜色,40,wool,羊毛；毛线,a wool sweater
Day 30,新词,衣物与颜色,41,leather,皮革；皮的,a leather bag
Day 30,新词,衣物与颜色,42,cloth,布；布料,a piece of cloth
Day 30,新词,衣物与颜色,43,fabric,织物；布料,silk fabric
Day 30,新词,衣物与颜色,44,wear,穿；磨损,wear a hat
Day 30,新词,衣物与颜色,45,put on,穿上,put on a coat
Day 30,新词,衣物与颜色,46,take off,脱下,take off shoes
Day 30,新词,衣物与颜色,47,try on,试穿,try on clothes
Day 30,新词,衣物与颜色,48,fit,适合；合身,the dress fits well
Day 30,新词,衣物与颜色,49,color,颜色；色彩,what color
Day 30,新词,衣物与颜色,50,colour,颜色（英）,favourite colour
Day 30,新词,衣物与颜色,51,red,红色的；红色,red flag
Day 30,新词,衣物与颜色,52,blue,蓝色的；蓝色,sky blue
Day 30,新词,衣物与颜色,53,green,绿色的；绿色,dark green
Day 30,新词,衣物与颜色,54,yellow,黄色的；黄色,yellow leaves
Day 30,新词,衣物与颜色,55,orange,橙色的；橙色,orange juice
Day 30,新词,衣物与颜色,56,pink,粉色的；粉色,pink flower
Day 30,新词,衣物与颜色,57,purple,紫色的；紫色,purple grape
Day 30,新词,衣物与颜色,58,brown,棕色的；棕色,brown bread
Day 31,新词,衣物与颜色,59,black,黑色的；黑色,black hair
Day 31,新词,衣物与颜色,60,white,白色的；白色,white snow
Day 31,新词,衣物与颜色,61,gray,灰色的；灰色,a gray cat
Day 31,新词,衣物与颜色,62,grey,灰色的；灰色（英）,grey hair
Day 31,新词,衣物与颜色,63,gold,金色的；金色,gold medal
Day 31,新词,衣物与颜色,64,silver,银色的；银色,silver spoon
Day 31,新词,衣物与颜色,65,light,浅色的；淡的,light blue
Day 31,新词,衣物与颜色,66,dark,深色的；暗的,dark blue
Day 31,新词,衣物与颜色,67,bright,鲜艳的；明亮的,bright red
Day 31,新词,衣物与颜色,68,pretty,漂亮的,a pretty dress
Day 31,新词,动物与自然,1,animal,动物；牲畜,an animal lover
Day 31,新词,动物与自然,2,pet,宠物；爱畜,keep a pet
Day 31,新词,动物与自然,3,cat,猫,play with a cat
Day 31,新词,动物与自然,4,kitten,小猫,a playful kitten
Day 31,新词,动物与自然,5,dog,狗,walk a dog
Day 31,新词,动物与自然,6,puppy,小狗；幼犬,a cute puppy
Day 31,新词,动物与自然,7,bird,鸟；禽,feed a bird
Day 31,新词,动物与自然,8,fish,鱼；鱼肉,swim like a fish
Day 31,新词,动物与自然,9,rabbit,兔子；野兔,a white rabbit
Day 31,新词,动物与自然,10,hamster,仓鼠,keep a hamster
Day 31,新词,动物与自然,11,mouse,老鼠；耗子,a little mouse
Day 31,新词,动物与自然,12,rat,大老鼠；鼠类,like a rat
Day 31,新词,动物与自然,13,monkey,猴子；顽童,a clever monkey
Day 31,新词,动物与自然,14,elephant,大象,an elephant trunk
Day 31,新词,动物与自然,15,tiger,老虎,a Bengal tiger
Day 32,新词,动物与自然,16,lion,狮子；勇猛的人,a male lion
Day 32,新词,动物与自然,17,leopard,豹,a black leopard
Day 32,新词,动物与自然,18,horse,马；马匹,ride a horse
Day 32,新词,动物与自然,19,donkey,驴；倔强的人,stubborn as a donkey
Day 32,新词,动物与自然,20,cow,母牛；奶牛,milk a cow
Day 32,新词,动物与自然,21,sheep,羊；绵羊,sheep wool
Day 32,新词,动物与自然,22,lamb,小羊；羔羊,gentle as a lamb
Day 32,新词,动物与自然,23,goat,山羊,a mountain goat
Day 32,新词,动物与自然,24,pig,猪；野猪,raise a pig
Day 32,新词,动物与自然,25,duck,鸭子；鸭肉,roast duck
Day 32,新词,动物与自然,26,chicken,鸡；鸡肉,a chicken farm
Day 32,新词,动物与自然,27,rooster,公鸡,rooster crow
Day 32,新词,动物与自然,28,goose,鹅；雌鹅,a wild goose
Day 32,新词,动物与自然,29,turkey,火鸡；土耳其,roast turkey
Day 32,新词,动物与自然,30,bear,熊；承受,a polar bear
Day 32,新词,动物与自然,31,panda,大熊猫,a giant panda
Day 32,新词,动物与自然,32,koala,考拉；树袋熊,koala bear
Day 32,新词,动物与自然,33,kangaroo,袋鼠,an Australian kangaroo
Day 32,新词,动物与自然,34,zebra,斑马,zebra crossing
Day 32,新词,动物与自然,35,giraffe,长颈鹿,a tall giraffe
Day 32,新词,动物与自然,36,deer,鹿,a herd of deer
Day 32,新词,动物与自然,37,wolf,狼,a pack of wolves
Day 32,新词,动物与自然,38,fox,狐狸；狡猾的人,as sly as a fox
Day 32,新词,动物与自然,39,frog,青蛙,a green frog
Day 32,新词,动物与自然,40,turtle,乌龟；海龟,a sea turtle
Day 33,新词,动物与自然,41,spider,蜘蛛,spider web
Day 33,新词,动物与自然,42,bee,蜜蜂；蜂,busy as a bee
Day 33,新词,动物与自然,43,butterfly,蝴蝶,a colorful butterfly
Day 33,新词,动物与自然,44,ant,蚂蚁,ant colony
Day 33,新词,动物与自然,45,fly,苍蝇,swat a fly
Day 33,新词,动物与自然,46,mosquito,蚊子,a mosquito bite
Day 33,新词,动物与自然,47,crab,螃蟹,crab claw
Day 33,新词,动物与自然,48,shark,鲨鱼,shark fin
Day 33,新词,动物与自然,49,whale,鲸；鲸鱼,a blue whale
Day 33,新词,动物与自然,50,dolphin,海豚,an intelligent dolphin
Day 33,新词,动物与自然,51,octopus,章鱼,an octopus arm
Day 33,新词,动物与自然,52,starfish,海星,starfish leg
Day 33,新词,动物与自然,53,seal,海豹；密封,a baby seal
Day 33,新词,动物与自然,54,penguin,企鹅,an emperor penguin
Day 33,新词,动物与自然,55,snake,蛇；阴险的人,a poisonous snake
Day 33,新词,动物与自然,56,lizard,蜥蜴,a small lizard
Day 33,新词,动物与自然,57,crocodile,鳄鱼；鳄梨,crocodile tears
Day 33,新词,动物与自然,58,eagle,鹰,a bald eagle
Day 33,新词,动物与自然,59,hawk,鹰隼；掠夺的人,watch like a hawk
Day 33,新词,动物与自然,60,owl,猫头鹰；夜猫子,wise as an owl
Day 33,新词,动物与自然,61,swan,天鹅,graceful as a swan
Day 33,新词,动物与自然,62,sparrow,麻雀,a common sparrow
Day 33,新词,动物与自然,63,nature,自然；本性,back to nature
Day 33,新词,动物与自然,64,tree,树；树木,climb a tree
Day 33,新词,动物与自然,65,flower,花；花朵,a bunch of flowers
Day 34,复习,衣物与颜色复习,—,—,复习 60 词,看英文说中文
Day 34,复习,动物与自然复习,—,—,复习 65 词,看英文说中文
Day 34,复习,模糊词回炉,—,"用户标""模糊""词",逐个过,只过不熟的
Day 34,复习,易混词辨析,—,本周期易混词 1,辨析,形近/义近对比
Day 34,复习,易混词辨析,—,本周期易混词 2,辨析,形近/义近对比
Day 34,复习,听写测试,—,本周期 125 词,听写,家长报中文孩子写英文
Day 35,休息,—,—,—,休息,—
Day 36,新词,动物与自然,66,grass,草；草地,on the grass
Day 36,新词,动物与自然,67,plant,植物；种植,water a plant
Day 36,新词,动物与自然,68,leaf,叶子；树叶,a green leaf
Day 36,新词,动物与自然,69,root,根；根部,root of a tree
Day 36,新词,动物与自然,70,seed,种子；萌芽,plant a seed
Day 36,新词,动物与自然,71,soil,土壤；土地,rich soil
Day 36,新词,动物与自然,72,rock,岩石；石头,as hard as a rock
Day 36,新词,动物与自然,73,stone,石头；石料,a precious stone
Day 36,新词,动物与自然,74,wave,波浪；波动,a big wave
Day 36,新词,动物与自然,75,sky,天空；天堂,in the sky
Day 36,新词,动物与自然,76,cloud,云；云朵,a white cloud
Day 36,新词,动物与自然,77,rain,雨；下雨,heavy rain
Day 36,新词,动物与自然,78,snow,雪；下雪,heavy snow
Day 36,新词,动物与自然,79,wind,风；风儿,strong wind
Day 36,新词,动物与自然,80,storm,暴风雨；爆发,a rainstorm
Day 36,新词,动物与自然,81,thunder,雷；轰隆声,thunder and lightning
Day 36,新词,动物与自然,82,lightning,闪电,a flash of lightning
Day 36,新词,动物与自然,83,rainbow,彩虹,a colorful rainbow
Day 36,新词,动物与自然,84,sun,太阳；阳光,under the sun
Day 36,新词,动物与自然,85,moon,月亮；月球,a full moon
Day 36,新词,动物与自然,86,star,星星；明星,see stars
Day 36,新词,动物与自然,87,earth,地球；土地,on the earth
Day 36,新词,动物与自然,88,world,世界；地球,around the world
Day 36,新词,动物与自然,89,environment,环境,protect the environment
Day 36,新词,动物与自然,90,pollution,污染,air pollution
Day 37,新词,职业与服务,1,job,工作；职业,find a job
Day 37,新词,职业与服务,2,work,工作；劳动,go to work
Day 37,新词,职业与服务,3,worker,工人；工作者,factory worker
Day 37,新词,职业与服务,4,staff,员工；职员,the hotel staff
Day 37,新词,职业与服务,5,employee,雇员；员工,a bank employee
Day 37,新词,职业与服务,6,employer,雇主；老板,a good employer
Day 37,新词,职业与服务,7,boss,老板；上司,talk to the boss
Day 37,新词,职业与服务,8,manager,经理；管理人,a sales manager
Day 37,新词,职业与服务,9,leader,领导者；首领,a team leader
Day 37,新词,职业与服务,10,captain,队长；船长,team captain
Day 37,新词,职业与服务,11,president,总统；主席,the president of
Day 37,新词,职业与服务,12,king,国王；君王,King of England
Day 37,新词,职业与服务,13,queen,女王；王后,a beauty queen
Day 37,新词,职业与服务,14,prince,王子；皇子,a fairy prince
Day 37,新词,职业与服务,15,princess,公主；王妃,a beautiful princess
Day 37,新词,职业与服务,16,doctor,医生；博士,see a doctor
Day 37,新词,职业与服务,17,nurse,护士；护理,a kind nurse
Day 37,新词,职业与服务,18,dentist,牙医,go to the dentist
Day 37,新词,职业与服务,19,teacher,教师；老师,a history teacher
Day 37,新词,职业与服务,20,professor,教授；老师,a college professor
Day 37,新词,职业与服务,21,student,学生；学者,a good student
Day 37,新词,职业与服务,22,pupil,小学生；瞳孔,a primary pupil
Day 37,新词,职业与服务,23,scientist,科学家,a Chinese scientist
Day 37,新词,职业与服务,24,engineer,工程师；技师,a software engineer
Day 37,新词,职业与服务,25,driver,司机；驾驶员,a taxi driver
Day 38,新词,职业与服务,26,pilot,飞行员；驾驶员,a plane pilot
Day 38,新词,职业与服务,27,cook,厨师；烹饪,a head cook
Day 38,新词,职业与服务,28,chef,厨师；主厨,a French chef
Day 38,新词,职业与服务,29,waiter,服务员；侍者,a polite waiter
Day 38,新词,职业与服务,30,waitress,女服务员,a busy waitress
Day 38,新词,职业与服务,31,farmer,农民；农场主,a rice farmer
Day 38,新词,职业与服务,32,worker,工人；劳动者,a hard worker
Day 38,新词,职业与服务,33,worker,工人；劳动者,an honest worker
Day 38,新词,职业与服务,34,worker,工人；劳动者,an office worker
Day 38,新词,职业与服务,35,soldier,士兵；军人,a brave soldier
Day 38,新词,职业与服务,36,policeman,警察；警察（男）,a kind policeman
Day 38,新词,职业与服务,37,policewoman,女警察,a brave policewoman
Day 38,新词,职业与服务,38,police,警察；警方,call the police
Day 38,新词,职业与服务,39,firefighter,消防员,a brave firefighter
Day 38,新词,职业与服务,40,lawyer,律师；法官,a clever lawyer
Day 38,新词,职业与服务,41,judge,法官；裁判,a fair judge
Day 38,新词,职业与服务,42,artist,艺术家；画家,a famous artist
Day 38,新词,职业与服务,43,writer,作者；作家,a famous writer
Day 38,新词,职业与服务,44,actor,演员（男）,a young actor
Day 38,新词,职业与服务,45,actress,女演员,a pretty actress
Day 38,新词,职业与服务,46,singer,歌手；歌唱家,a pop singer
Day 38,新词,职业与服务,47,musician,音乐家；乐师,a great musician
Day 38,新词,职业与服务,48,dancer,舞蹈家；舞者,a good dancer
Day 38,新词,职业与服务,49,player,运动员；选手,a tennis player
Day 38,新词,职业与服务,50,athlete,运动员；田径选手,a top athlete
Day 39,新词,职业与服务,51,team,队；队,the Chinese team
Day 39,新词,职业与服务,52,coach,教练；长途车,a football coach
Day 39,新词,职业与服务,53,reporter,记者；通讯员,a news reporter
Day 39,新词,职业与服务,54,photographer,摄影师,a good photographer
Day 39,新词,职业与服务,55,designer,设计师；构思者,a fashion designer
Day 39,新词,职业与服务,56,programmer,程序员；程序师,a senior programmer
Day 39,新词,职业与服务,57,secretary,秘书；书记,a company secretary
Day 39,新词,职业与服务,58,guide,导游；向导,a tour guide
Day 39,新词,职业与服务,59,seller,卖方；销售员,a book seller
Day 39,新词,职业与服务,60,buyer,买方；买家,house buyer
Day 39,新词,职业与服务,61,customer,顾客；客户,a regular customer
Day 39,新词,职业与服务,62,client,客户；委托人,meet a client
Day 39,新词,职业与服务,63,visitor,访问者；游客,a museum visitor
Day 39,新词,职业与服务,64,tourist,游客；观光客,a foreign tourist
Day 39,新词,职业与服务,65,passenger,乘客；旅客,bus passenger
Day 39,新词,职业与服务,66,guest,客人；宾客,be a guest of
Day 39,新词,职业与服务,67,host,主人；东道主,a good host
Day 39,新词,职业与服务,68,owner,主人；物主,shop owner
Day 39,新词,职业与服务,69,neighbor,邻居,a good neighbor
Day 39,新词,职业与服务,70,stranger,陌生人；门外汉,a perfect stranger
Day 39,新词,职业与服务,71,partner,伙伴；搭档,business partner
Day 39,新词,职业与服务,72,colleague,同事；同僚,a close colleague
Day 39,新词,职业与服务,73,assistant,助手；助理,a shop assistant
Day 39,新词,职业与服务,74,company,公司；陪伴,a big company
Day 39,新词,职业与服务,75,business,生意；商务,do business
Day 40,新词,职业与服务,76,office,办公室；职务,at the office
Day 40,新词,职业与服务,77,meeting,会议；会面,have a meeting
Day 40,新词,职业与服务,78,interview,面试；采访,have a job interview
Day 40,新词,职业与服务,79,salary,薪水；薪金,a high salary
Day 40,新词,职业与服务,80,wage,工资；报酬,low wages
Day 40,新词,职业与服务,81,pay,工资；付钱,monthly pay
Day 40,新词,职业与服务,82,earn,挣得；赢得,earn money
Day 40,新词,职业与服务,83,hire,雇用；租用,hire a worker
Day 40,新词,职业与服务,84,fire,解雇；开除,fire an employee
Day 40,新词,职业与服务,85,resign,辞职,resign from
Day 40,新词,职业与服务,86,retire,退休；退役,retire at 60
Day 40,新词,职业与服务,87,service,服务；公共设施,public service
Day 40,新词,职业与服务,88,customer service,客户服务,customer service center
Day 40,新词,身体与健康,1,body,身体；主体,body language
Day 40,新词,身体与健康,2,head,头；头部,from head to foot
Day 40,新词,身体与健康,3,face,脸；面容,a round face
Day 40,新词,身体与健康,4,eye,眼睛；视力,bright eyes
Day 40,新词,身体与健康,5,ear,耳朵；听觉,hear with ears
Day 40,新词,身体与健康,6,nose,鼻子；嗅觉,runny nose
Day 40,新词,身体与健康,7,mouth,嘴；口,a big mouth
Day 40,新词,身体与健康,8,lip,嘴唇,thin lips
Day 40,新词,身体与健康,9,tongue,舌头；语言,stick out one's tongue
Day 40,新词,身体与健康,10,tooth,牙齿；齿,a sweet tooth
Day 40,新词,身体与健康,11,teeth,牙（复数）,brush one's teeth
Day 40,新词,身体与健康,12,hair,头发；毛发,long black hair
Day 41,复习,动物与自然复习,—,—,复习 25 词,看英文说中文
Day 41,复习,职业与服务复习,—,—,复习 88 词,看英文说中文
Day 41,复习,身体与健康复习,—,—,复习 12 词,看英文说中文
Day 41,复习,模糊词回炉,—,"用户标""模糊""词",逐个过,只过不熟的
Day 41,复习,易混词辨析,—,本周期易混词 1,辨析,形近/义近对比
Day 41,复习,易混词辨析,—,本周期易混词 2,辨析,形近/义近对比
Day 41,复习,听写测试,—,本周期 125 词,听写,家长报中文孩子写英文
Day 42,休息,—,—,—,休息,—
Day 43,新词,身体与健康,13,neck,脖子；颈,a long neck
Day 43,新词,身体与健康,14,throat,喉咙；嗓子,sore throat
Day 43,新词,身体与健康,15,shoulder,肩膀；肩部,broad shoulders
Day 43,新词,身体与健康,16,arm,手臂；武器,with open arms
Day 43,新词,身体与健康,17,hand,手；帮助,by hand
Day 43,新词,身体与健康,18,finger,手指；指针,point a finger
Day 43,新词,身体与健康,19,thumb,拇指；巨擘,thumb up
Day 43,新词,身体与健康,20,leg,腿；支柱,two legs
Day 43,新词,身体与健康,21,knee,膝盖；膝部,on one's knees
Day 43,新词,身体与健康,22,foot,脚；足,on foot 步行
Day 43,新词,身体与健康,23,feet,脚（复数）,bare feet
Day 43,新词,身体与健康,24,toe,脚趾；足尖,big toe
Day 43,新词,身体与健康,25,back,背；后面,lie on one's back
Day 43,新词,身体与健康,26,chest,胸；胸部,chest pain
Day 43,新词,身体与健康,27,stomach,胃；腹部,stomach ache
Day 43,新词,身体与健康,28,heart,心；心脏,heart attack
Day 43,新词,身体与健康,29,liver,肝脏；居住者,healthy liver
Day 43,新词,身体与健康,30,skin,皮肤；皮,soft skin
Day 43,新词,身体与健康,31,bone,骨；骨头,broken bone
Day 43,新词,身体与健康,32,blood,血；血液,lose blood
Day 43,新词,身体与健康,33,muscle,肌肉；体力,strong muscles
Day 43,新词,身体与健康,34,brain,脑；头脑,use one's brain
Day 43,新词,身体与健康,35,health,健康；保健,good health
Day 43,新词,身体与健康,36,healthy,健康的,stay healthy
Day 43,新词,身体与健康,37,strong,强壮的；坚固的,a strong body
Day 44,新词,身体与健康,38,weak,虚弱的；差的,feel weak
Day 44,新词,身体与健康,39,sick,生病的；不快的,be sick
Day 44,新词,身体与健康,40,ill,有病的；不健康的,be ill
Day 44,新词,身体与健康,41,disease,疾病；病害,a heart disease
Day 44,新词,身体与健康,42,illness,病；疾病,a serious illness
Day 44,新词,身体与健康,43,cold,感冒；冷的,have a cold
Day 44,新词,身体与健康,44,fever,发烧；狂热,high fever
Day 44,新词,身体与健康,45,cough,咳嗽；咳嗽声,a bad cough
Day 44,新词,身体与健康,46,headache,头痛；麻烦,have a headache
Day 44,新词,身体与健康,47,toothache,牙痛,have a toothache
Day 44,新词,身体与健康,48,stomachache,胃痛；腹痛,have a stomachache
Day 44,新词,身体与健康,49,pain,痛苦；疼,feel pain
Day 44,新词,身体与健康,50,hurt,伤害；疼痛,feel hurt
Day 44,新词,身体与健康,51,sore,疼痛的；酸痛的,sore throat
Day 44,新词,身体与健康,52,tired,疲倦的；厌烦的,be tired
Day 44,新词,身体与健康,53,medicine,药；医学,take medicine
Day 44,新词,身体与健康,54,pill,药丸；药片,a sleeping pill
Day 44,新词,身体与健康,55,drug,药；毒品,take drugs
Day 44,新词,身体与健康,56,tablet,药片；碑,swallow a tablet
Day 44,新词,身体与健康,57,hospital,医院,at the hospital
Day 44,新词,身体与健康,58,clinic,诊所；门诊部,a dental clinic
Day 44,新词,身体与健康,59,doctor,医生；博士,see a doctor
Day 44,新词,身体与健康,60,patient,病人；有耐心的,a hospital patient
Day 44,新词,身体与健康,61,nurse,护士；护理,night nurse
Day 44,新词,身体与健康,62,operation,手术；操作,perform an operation
Day 45,新词,身体与健康,63,checkup,体检；检查,have a checkup
Day 45,新词,身体与健康,64,exam,检查；考试,a medical exam
Day 45,新词,身体与健康,65,test,测试；化验,a blood test
Day 45,新词,身体与健康,66,temperature,温度；体温,body temperature
Day 45,新词,身体与健康,67,weight,体重；重量,lose weight
Day 45,新词,身体与健康,68,height,身高；高度,what's the height
Day 45,新词,身体与健康,69,rest,休息；剩余,have a rest
Day 45,新词,身体与健康,70,sleep,睡眠；睡,get enough sleep
Day 45,新词,身体与健康,71,dream,梦；梦想,have a dream
Day 45,新词,身体与健康,72,exercise,锻炼；练习,do exercise
Day 45,新词,身体与健康,73,sport,运动；运动会,a good sport
Day 45,新词,身体与健康,74,fitness,健身；健康,keep fitness
Day 45,新词,身体与健康,75,die,死；消亡,die of
Day 45,新词,身体与健康,76,death,死；死亡,life and death
Day 45,新词,身体与健康,77,life,生命；生活,all one's life
Day 45,新词,身体与健康,78,living,活着的；现存的,a living person
Day 45,新词,身体与健康,79,born,出生；天生,be born in
Day 45,新词,身体与健康,80,save,救；节省,save one's life
Day 45,新词,身体与健康,81,protect,保护,protect from
Day 45,新词,身体与健康,82,safe,安全的；保险箱,feel safe
Day 45,新词,身体与健康,83,dangerous,危险的；不安全的,a dangerous game
Day 45,新词,身体与健康,84,worry,担心；烦恼,don't worry
Day 45,新词,身体与健康,85,cry,哭；喊叫,cry out
Day 45,新词,身体与健康,86,smile,微笑；笑容,with a smile
Day 45,新词,身体与健康,87,laugh,笑；笑声,laugh at
Day 46,新词,数字与量词,1,number,数字；号码,a phone number
Day 46,新词,数字与量词,2,numeral,数字,a Roman numeral
Day 46,新词,数字与量词,3,figure,数字；图形,double figures
Day 46,新词,数字与量词,4,count,数；计算,count from 1 to 10
Day 46,新词,数字与量词,5,sum,和；金额,a large sum
Day 46,新词,数字与量词,6,total,总数；合计,in total
Day 46,新词,数字与量词,7,score,得分；分数,keep score
Day 46,新词,数字与量词,8,double,双的；两倍,double the amount
Day 46,新词,数字与量词,9,triple,三倍的,triple the effort
Day 46,新词,数字与量词,10,single,单一的；单身的,a single room
Day 46,新词,数字与量词,11,first,第一的；首先的,the first time
Day 46,新词,数字与量词,12,second,第二的；秒的,the second day
Day 46,新词,数字与量词,13,third,第三的；三分之一,the third floor
Day 46,新词,数字与量词,14,fourth,第四的；四分之一的,four of fourth
Day 46,新词,数字与量词,15,fifth,第五的；五分之一的,the fifth day
Day 46,新词,数字与量词,16,last,最后的；上一个的,the last one
Day 46,新词,数字与量词,17,next,下一个的；接下来的,the next bus
Day 46,新词,数字与量词,18,final,最后的；最终的,the final exam
Day 46,新词,数字与量词,19,once,一次；曾经,once a week
Day 46,新词,数字与量词,20,twice,两次；两倍,twice a year
Day 46,新词,数字与量词,21,dozen,一打；十二,a dozen eggs
Day 46,新词,数字与量词,22,hundred,百；许多,hundreds of
Day 46,新词,数字与量词,23,thousand,千；千个,thousands of
Day 46,新词,数字与量词,24,million,百万；无数,a million dollars
Day 46,新词,数字与量词,25,billion,十亿；无数,a billion people
Day 47,新词,数字与量词,26,zero,零；零度,zero point
Day 47,新词,数字与量词,27,one,一；一个,one by one
Day 47,新词,数字与量词,28,two,二；两个,two days
